Country Name,Country Code,Series Name,Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Germany,DEU,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,2.23528836026208,3.64023657566892,0.880849873433263,-2.02653137034351,8.29572790271619,-3.90125190561207,-3.39359427699624,-1.2147032010741,2.02726401697264,30.53201412835,-27.0421039023814,-6.2478573547142,24.9787670883119,18.8479081309656,-3.04569751511389,-11.5352323007046,-4.47689541962717,2.88798321556899,2.53498453986165,9.67130784229909,-13.6293034233961,-1.68999469086346,-2.70574922000996,-1.31730592621149,..
Germany,DEU,"Agriculture, forestry, and fishing, value added (constant 2010 US$)",NV.AGR.TOTL.KD,23119598829.4486,23961206922.1861,24172269183.0332,23682410565.1152,25647038906.4012,24646483312.3322,23810081665.1641,23520859840.999,23997689769.0381,31324667799.7984,22853818586.3011,21425944600.9238,26777881399.2593,31824951884.8107,30855660116.0688,27296388043.7644,26074357297.7095,26827380360.0348,27507450304.6116,30167780503.138,26056122162.2612,25615775081.0741,24922676446.6184,24594368552.8166,..
Germany,DEU,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,18383970000,19053190000,19221020000,18831500000,20393710000,19598100000,18933020000,18703040000,19082200000,24908380000,18172630000,17037230000,21292920000,25306190000,24535440000,21705220000,20733500000,21332280000,21873050000,23988460000,20719000000,20368850000,19817720000,19556660000,..
Germany,DEU,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,18860000000,20024000000,20227000000,19647000000,19738000000,20981000000,23538000000,19794000000,18406000000,21518000000,16635000000,17592000000,19468000000,21348000000,17006000000,20610000000,24512000000,23278000000,26501000000,26480000000,20719000000,21886000000,26980000000,25706000000,..
Germany,DEU,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,25740412174.1504,26025474395.633,22814121362.5085,21837279093.031,21029192414.234,19330200847.6138,21063087248.3221,18627893845.2851,20774266365.6885,26717159175.5649,20687725407.2877,22070003763.6432,26646591842.3214,31269957521.6054,23626007224.229,27296388043.7644,34074957925.1951,29909021425.5173,35186452796.0758,35131909460.564,22978754586.1968,24209236260.1222,30403514094.8329,30342792184.2682,..
Germany,DEU,"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",NV.AGR.EMPL.KD,19951.9851905869,22485.2231068657,22761.6903681506,23562.1940068509,24375.8708787218,25216.7973646463,24467.7627444497,25547.1164657488,26979.8004683079,36736.5140297035,26266.517994166,25300.6435414467,30999.5567753252,46029.0575160477,47402.803191252,42407.8115714752,40401.3436969444,43518.6572443947,47678.6042320154,52537.0124158018,46012.5387167982,47441.1339146169,46838.3830440359,46787.7440640616,..
Germany,DEU,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,12.519816172494,12.6407765318495,13.4628981872616,12.9276027162609,13.9891833767127,14.0175218456074,13.8577289070206,13.8919854545869,13.9540193509726,14.2295408503631,14.1592422078062,14.277102856701,13.459191637014,13.9198021319727,13.8504612520086,13.9437343008152,12.5713552960882,12.2845230232385,12.2087666570209,12.9820484847802,12.8636198591601,..,..,..,..
Germany,DEU,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,3.54,..,..,..,..,..,2.912,..,..,..,..,..,0.4077,..,..,0.6383,..,..,..,..,..,..,..,..,..
Germany,DEU,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,12.83,..,..,..,..,..,13.82,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,83.63,..,..,..,..,..,83.27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,42.2429906542056,..,..,..,..,36.5514018691589,..,..,..,..,30.1495327102804,..,..,..,..,30.8317757009346,..,30.8317757009346,..,..,..,..,..
Germany,DEU,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,45.2,..,..,..,..,..,39.11,..,..,..,..,..,32.26,..,..,32.99,..,..,..,..,..,..,..,..,..
Germany,DEU,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.2,..,..,..
Germany,DEU,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8,..,..,..
Germany,DEU,Aquaculture production (metric tons),ER.FSH.AQUA.MT,64096,83237,65433,73020,79567,65891,53409,49852,74280,57233,44685,35379,44994,43977,38907,40694,39141,26360,25289,26032,29909,41721,..,..,..
Germany,DEU,Arable land (% of land area),AG.LND.ARBL.ZS,33.9014608994557,33.9024320375834,33.8977223893425,34.0352988367429,33.8758668118517,33.8271958733343,33.8578389223273,33.7986584876455,33.9067113901551,34.1141726639333,34.1323546278243,34.0272998394127,34.0637278802306,34.2253965522187,34.2646510427125,33.9845655105144,34.0687399586872,33.9530613415964,34.0403577161202,34.0240756663801,33.9650131735266,33.6701396839936,..,..,..
Germany,DEU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.144898168542244,0.144479331221473,0.144231523484109,0.144782524253267,0.143994701696559,0.143580871913942,0.143448825241796,0.142941145913742,0.143298213821145,0.144189763326646,0.14434440925268,0.144046021113485,0.144372478222329,0.145317085668526,0.145844487628413,0.144857479976321,0.147929025410071,0.147141795490237,0.147261589766733,0.146587225635168,0.145054371272668,0.142843838799629,..,..,..
Germany,DEU,Arable land (hectares),AG.LND.ARBL.HA,11835000,11835000,11832000,11879000,11822000,11804000,11813000,11791000,11827000,11898000,11904000,11866000,11877000,11932000,11945000,11846000,11875000,11834000,11876000,11871000,11849000,11763000,..,..,..
Germany,DEU,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.917049874171964,0.963029655638173,0.866737866855979,0.832134701723749,0.821507941611584,0.549300693758578,0.764631650603204,0.731747751321855,0.699798359682484,0.700235064473034,0.690793606964518,0.591289469653726,0.582584338394782,0.582530511587367,0.599482337531263,0.598613437359453,0.470479488450533,0.446737251072469,0.431224276480247,0.422032925988067,0.416266326303402,0.415978826747397,0.415809972994297,..,..
Germany,DEU,"Armed forces personnel, total",MS.MIL.TOTL.P1,365000,383500,347100,333500,331000,221100,308400,296000,284500,284000,285000,246000,244000,244000,251465,251465,196000,186450,181550,178600,177300,179100,180000,..,..
Germany,DEU,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,1509000000,1950000000,939000000,1808000000,1858000000,1612000000,896000000,906000000,1652000000,1111000000,2071000000,2758000000,3292000000,2362000000,2461000000,2664000000,1317000000,747000000,779000000,1788000000,1766000000,2514000000,1982000000,1071000000,1185000000
Germany,DEU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,228000000,246000000,61000000,543000000,129000000,113000000,133000000,71000000,64000000,238000000,199000000,409000000,75000000,285000000,339000000,282000000,84000000,131000000,113000000,95000000,96000000,55000000,43000000,14000000,39000000
Germany,DEU,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,..,..,..,107.0527,109.8653,112.311,116.6821,121.0575,118.534,118.2887,123.3898,122.1665,120.0928,118.2177,..,..
Germany,DEU,Average number of visits or required meetings with tax officials (for affected firms),IC.TAX.METG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,700,..,..,..,..,700,..,..,..,..,700,..,..,..,..,700,..,700,..,..,..,..,..
Germany,DEU,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..,..,..,..,..,4.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6373833647478,10.9388683897072,9.01,7.76343830630917,7.31723813946491,8.55862622341052,7.56913423538208,..,..
Germany,DEU,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,4.07,4.33,4.27,4.49,4.81,4.3,4.36,4.73,5.45,5.61,5.94,5.98,6.33,6.47,..
Germany,DEU,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,..,..,..,..,..,..,..,..,..,..,4.05,3.41,2.65,2.85,3.31,3.2,3.03,2.86,2.7,2.34,1.97,1.71,1.5,1.24,..
Germany,DEU,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Germany,DEU,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Germany,DEU,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Germany,DEU,"Bird species, threatened",EN.BIR.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.4,9.7,9.9,9.6,9.4,9.3,8.9,8.7,8.6,8.6,8.3,8.2,8.3,8.3,8.1,8.3,8.3,8.4,8.5,8.8,9,9.6,9.5,9.5,..
Germany,DEU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,98.7,98.6,98.6,98.6,98.6,98.2,98.2,98.4,98.4,98.5,98.3,98.3,98.3,98.5,98.5,98.5,98.7,..,..,..,..
Germany,DEU,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,4.09,6.16,6.09,6.07,6.08,6.1,6.32,6.24,6.24,6.09,6.27,6.23,6.16,5.93,5.9,5.88,5.83,6.02,5.92,5.9,4.39,4.39,4.39,4.39,..
Germany,DEU,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,3.98,4.19,4.19,4.19,4.19,4.21,4.21,4.23,4.23,4.24,4.24,4.24,4.2,4.19,4.19,4.19,4.19,4.17,4.15,4.15,3.99,3.99,4,4,..
Germany,DEU,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,4.57,13.02,12.72,12.64,12.66,12.7,13.72,13.24,13.24,12.52,13.31,13.16,12.86,11.88,11.71,11.66,11.45,11.48,11.14,11.06,5.76,5.76,5.75,5.75,..
Germany,DEU,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Broad money (current LCU),FM.LBL.BMNY.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Broad money growth (annual %),FM.LBL.BMNY.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Germany,DEU,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,239889,236411,259352,266087,237854,204084,209142,221772,257647,258343,281368,293037,290511,274281,244047,243146,233883,214408,235107,242743,261744,271185,..,..,..
Germany,DEU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,35.2768115865534,36.5401603923105,37.1433874583919,37.1045890313001,19.1767970901008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,668358000000,702075333745.776,728437543140.252,747442262364.316,394942300711.207,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Cereal production (metric tons),AG.PRD.CREL.MT,39863871,42135618,45485681,44574851,44452029,45271234,49709326,43391325,39426039,51097000,45980200,43474800,40632149,50104858,49750199,44038739,41920400,45396500,47757100,52010400,48866800,45364400,45556800,..,..
Germany,DEU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,6107.8,6282,6484.9,6330.2,6699.9,6452.9,7055.2,6251.5,5764.5,7355.3,6723.2,6486.6,6182.9,7118.8,7201.4,6685.2,6458.3,6964.9,7318,8050.3,7497.8,7182.1,7269.9,..,..
Germany,DEU,Changes in inventories (constant LCU),NE.GDI.STKB.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Changes in inventories (current LCU),NE.GDI.STKB.CN,14924000000,4515000000,14216000000,24621000000,19869000000,28948000000,25685000000,14389000000,20202000000,16925000000,9346000000,18313000000,33079000000,29112000000,-17391000000,13419000000,34057000000,-16612000000,4281000000,9661000000,56000000,-2903000000,7353000000,21310000000,..
Germany,DEU,Changes in inventories (current US$),NE.GDI.STKB.CD,20368500068.2408,5868208994.02132,16034288292.3528,27365788596.1987,21168761985.9365,26670351943.9838,22984340044.7427,13541313758.7051,22801354401.8059,21014402781.2267,11622932471.0857,22974532680.9685,45276485080.7555,42642449099.1651,-24160878021.6727,17772451778.713,47343784352.9035,-21344130248.3329,5684057372.17465,12817574671.3939,62107739.6026364,-3211158405.51652,8286028137.1129,25153851297.2363,..
Germany,DEU,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,5229593330.61565,4687826793.80665,4961800845.90428,4904364198.22468,4394913908.49817,4414303163.77605,4317017245.3959,3545971639.04598,4116085265.44564,4514202955.41126,7208115337.91223,7082602231.37776,7499376290.76768,8632835619.01576,7008622136.38986,7115326141.84704,7405166331.67613,6396891367.77917,8696432169.70548,10729008199.2893,10117945573.8249,11295106925.6023,14366177566.1857,16060933608.022,..
Germany,DEU,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,2705200939.58362,2878685212.1817,2736737194.34244,3094772570.80723,2690187258.46154,2535822064.86353,2742329706.6839,3324060970.4621,3579689299.91534,4466712872.6912,5743253423.72683,5161751714.39285,6307875661.91765,7335720009.32002,7212871240.40571,8276542348.34055,10723917538.9949,10295613426.3183,18028602139.2199,23486335058.5512,24082893579.6633,28726730973.8087,31138409910.6735,36316807065.6319,..
Germany,DEU,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,..,..,..,10.2150935934107,8.96246702014935,9.76805939725751,9.79386851086547,10.1217493657193,9.97981237820493,9.92340843834434,10.2994823557301,9.98253127772003,10.1613294799311,10.938677942506,11.8108202303399,11.4277865035719,10.8815980165502,10.5190669838404,10.4389190243075,10.3807386181986,10.3838271682726,10.3838247336245,..,..,..
Germany,DEU,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, self-employed (% of children in employment, ages 7-14)",SL.SLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SL.SLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",SL.WAG.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,..,..,..,..,..,..,3.48642602667845,3.03200007278947,2.39431715930312,3.10176263635239,1.96127272965638,0.935230684086068,0.163309395691224,-0.253996677780003,0.203211311142277,3.64603805958509,0.836068251681789,1.09907442146789,1.20041972717733,1.44420191089113,3.98987482137376,8.00912542675728,8.58748409086006,8.72289848312238,..
Germany,DEU,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.304153711319252,0.310581001243706,0.295761657476957,0.287584271316897,0.271387004999696,0.266161625925532,0.269187029662201,0.26215884061479,0.261843178900842,0.256873970315009,0.248906323172504,0.245562751534606,0.227955378769036,0.225788050786984,0.22154535857973,0.223433706879251,0.207528154002968,0.208738537841967,0.212751002978606,0.197832948467979,..,..,..,..,..
Germany,DEU,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.269184120683098,0.274872443140796,0.261756929923317,0.254519725769423,0.24018471446164,0.235560115060193,0.238237677799883,0.232017543642992,0.231738174634034,0.227340292925253,0.220288713377973,0.217329563586952,0.201746570583574,0.199828427699339,0.196073532300611,0.197744770748912,0.183667933591772,0.184739155468293,0.188290293788759,0.175087418938645,..,..,..,..,..
Germany,DEU,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.449779626622843,0.451842505681854,0.427900120748107,0.41134110718168,0.381030707779173,0.371037361493527,0.365258845268322,0.344727285812554,0.333696722812426,0.316196969099295,0.304030415942967,0.290496206102254,0.261740666053372,0.251474095255255,0.239302272880754,0.238069089235089,0.214492966685502,0.212162856932909,0.208708845723047,0.189089068283582,..,..,..,..,..
Germany,DEU,CO2 emissions (kt),EN.ATM.CO2E.KT,864110.215,889614.2,862276.715,855364.42,822460.429,829977.779,853662.932,829724.756,822812.461,816802.248,797180.131,816472.218,780546.619,780564.954,722263.321,758859.981,732497.918,739861.254,757312.507,719883.438,..,..,..,..,..
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.579466630515,10.8602336004331,10.5111125988271,10.4252731613799,10.0177587659515,10.0956398829225,10.3662866966788,10.058672497298,9.96935452533021,9.89868236878404,9.66637223430522,9.91147601151208,9.48803988827902,9.50632117752826,8.81859556166104,9.27963401169499,9.1248592104965,9.19929975724339,9.39062341958994,8.88937039483839,..,..,..,..,..
Germany,DEU,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,44.3112444408129,43.9880516259934,43.7859649122807,44.1966446677135,44.0793590419985,44.8350566223535,45.3900453359308,46.3295069742424,46.8422591491643,47.1905365441487,47.7617062382429,47.572098842665,51.1815028298688,48.0580958891741,47.6669767183574,47.6814210602607,48.4691854343575,48.9997046107575,48.4486686041945,48.4673773279688,..,..,..,..,..
